Key,block1Title,previewText,logo,logoUrl,headlineImg,headlineMobImg,topModText,heroImg,heroMobImg,heroAltText,heroUrl,headerCopy11,headerCopy12,cta1Url,cta1Text,mod1DesktopImg,mod1DesktopText,mod1MobileImg,mod1MobileText,mod1DesktopImgUrl,mod1ImgAtlText,mod2DesktopImg,mod2DesktopText,mod2MobileImg,mod2MobileText,mod2ImgUrl,mod2ImgAltText,mod3DesktopImg,mod3DesktopText,mod3MobileImg,mod3MobileText,mod3ImgUrl,mod3ImgAltText,headlineImage2Desktop,headlineImage2Mobile,Headlinetext2,heroImage2Desktop,heroImage2Mobile,heroImage2Url,heroImage2AltText,headerCopy3,headerCopy4,headerCopy5,cta2,cta2Url,cta3,cta3Url,cta4,cta4Url
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Mes 14: El arte de poner límites,Ve estas recomendaciones para la disciplina en niños pequeños…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-14&utm_content=header_logo,be-title-post-month-14-es.jpg,be-title-post-month-14-es-mob.jpg,necesita un experto en peques,be-hero-post-month-14-cae.jpg,be-hero-post-month-14-cae-mob.jpg,Cada pequeño aprendiz necesita un experto en peques,https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo/articulo/como-ensenar-disciplina-a-tu-hijo-con-amor?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-14&utm_content=maincta _maincta,"Para un niño pequeño, las instrucciones claras y sencillas son más fáciles de entender.","Evita instrucciones confusas y vagas como: ""Sé bueno"" o ""Basta de hacer eso"". Usa instrucciones más positivas ya que ayudan a mejorar la disciplina.",https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo/articulo/como-ensenar-disciplina-a-tu-hijo-con-amor?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-14&utm_content=maincta _maincta,Descubre más consejos para enseñar a tu pequeño,be-post-month-14-es.jpg,,be-post-month-14-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"Mes 16: ¡Hoy, la sala. Mañana, el mundo!",Esto es lo que puedes esperar cuando empiece a caminar…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-16&utm_content=header_logo,be-title-post-month-16-es.jpg,be-title-post-month-16-es-mob.jpg,ya es un niño todo-terreno,Month_16_hero-es.jpg,Month_16_hero-es-mob.jpg,De repende tu bebé ya es un niño todo-terreno,https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-16&utm_content=maincta _maincta,"Mayor seguridad en sí mismos significa más osadía, más exploraciones temerarias.",Recorrer escaleras puede ser especialmente delicado (y tentador) para tu peque. Una puerta de seguridad y mantener los ojos bien abiertos permitirá que explore sus límites pero con los riesgos controlados.,https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-16&utm_content=maincta _maincta,Lee nuestros consejos para que tu peque explore sin riesgos,be-post-month-16-es.jpg,,be-post-month-16-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Mes 18: ¿Te acuerdas cuando el baño era solo una parte de la casa?,Consejos para la temprana operación pañal,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-18&utm_content=header_logo,be-title-post-month-18-es.jpg,be-title-post-month-18-es-mob.jpg,,Month_18_hero-es.jpg,Month_18_hero-es-mob.jpg,"Y de pronto, la casa tiene una nueva habitación misteriosa",https://www.dodot.es/bebes-de-1-3-anos/aprendiendo-a-ir-al-bano/articulo/entrenamiento-para-el-orinal-senales-de-que-esta-preparado?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-18&utm_content=maincta _maincta,Hay muchas señales para saber que es tiempo de dejar el pañal.,"Si está demostrando interés por usar el baño o la bacinilla, estás son algunas maneras para saber si es el momento para dejar el pañal.",https://www.dodot.es/bebes-de-1-3-anos/aprendiendo-a-ir-al-bano/articulo/entrenamiento-para-el-orinal-senales-de-que-esta-preparado?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-18&utm_content=maincta _maincta,Identifica las señales de que es tiempo de dejar el pañal,be-post-month-18-es.jpg,,be-post-month-18-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Mes 20: ¿Cómo saber que es hora de dormir?,Algunos consejos para el entrenamieto del sueño durante la primera infancia,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-20&utm_content=header_logo,be-title-post-month-20-es.jpg,be-title-post-month-20-es-mob.jpg,"No hay mejor manera de decir ""es hora de dormir""",be-hero-post-month-20-cae.jpg,be-hero-post-month-20-cae-mob.jpg,"No hay mejor manera de decir ""es hora de dormir"" que leer un cuento",https://www.dodot.es/bebe/el-sueno/articulo/patrones-de-sueno-en-bebes-de-0-a-36-meses?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-20&utm_content=maincta _maincta,"Cuando hablamos de la rutina del sueño, ser consistente lo es todo.","Ayuda a tu peque a establecer su rutina de sueño con actividades como ponerse el pijama, cepillarse los dientes y leer un cuento. ",https://www.dodot.es/bebe/el-sueno/articulo/patrones-de-sueno-en-bebes-de-0-a-36-meses?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-20&utm_content=maincta _maincta,Ve nuestras ideas para la rutina del sueño,be-post-month-20-es.jpg,,be-post-month-20-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Mes 22: ¿Exigente o desarrollando el paladar?,Cómo hacer feliz al pequeño tiquismiquis con la comida…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-22&utm_content=header_logo,be-title-post-month-22-es.jpg,be-title-post-month-22-es-mob.jpg,de un adorable cliente,be-hero-post-month-22-cae.jpg,be-hero-post-month-22-cae-mob.jpg,Cada madre y padre es el nutricionista de un adorable paciente,https://www.dodot.es/bebes-de-1-3-anos/nutricion/articulo/mal-comer-en-bebes-y-ninos-de-0-a-36-meses?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-22&utm_content=maincta _maincta,"Si estás buscando la manera pefecta para anunciar tu embarazo, ve este artículo con ideas creativas para revelar tu secreto de forma inolvidable.","Desde comidas familiares hasta explorar gustos, tu peque confiará en tu ayuda para establecer hábitos de alimentación saludables",https://www.dodot.es/bebes-de-1-3-anos/nutricion/articulo/mal-comer-en-bebes-y-ninos-de-0-a-36-meses?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-22&utm_content=maincta _maincta,Ve nuestras estrategias favoritas para la hora de comer,be-post-month-22-es.jpg,,be-post-month-22-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Mes 24: Dejar el pañal es un proceso, hay que ir paso a paso",Básicos para la operación pañal,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-24&utm_content=header_logo,be-title-post-month-24-es.jpg,be-title-post-month-24-es-mob.jpg,,be-hero-post-month-24-cae.jpg,be-hero-post-month-24-cae-mob.jpg,Cada ida al baño es una pieza del entramiento,https://www.dodot.es/bebes-de-1-3-anos/aprendiendo-a-ir-al-bano/articulo/pasos-para-el-uso-del-orinal-en-ninos-de-12-a-36-meses?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-24&utm_content=maincta _maincta,Ir al baño solos es más difícil de lo que los adultos piensan.,"Desde saber cuándo es el momento de usar la bacinilla hasta limpiarse y tirar de la cadena, ayuda a tu peque a aprender todo el proceso con estos sencillos consejos.",https://www.dodot.es/bebes-de-1-3-anos/aprendiendo-a-ir-al-bano/articulo/pasos-para-el-uso-del-orinal-en-ninos-de-12-a-36-meses?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-24&utm_content=maincta _maincta,Ve nuestros consejos para facilitar dejar el pañal,be-post-month-24-es.jpg,,be-post-month-24-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Mes 26: Todo es juego y diversión hasta que llega la hora de usar la bacinilla,Todo lo que necesitas saber acerca de la operación pañal,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-26&utm_content=header_logo,be-title-post-month-26-es.jpg,be-title-post-month-26-es-mob.jpg,,Month_26_hero-es.jpg,Month_26_hero-es-mob.jpg,Detener el juego es básicamente un superpoder,https://www.dodot.es/bebes-de-1-3-anos/aprendiendo-a-ir-al-bano/articulo/que-hacer-y-que-no-al-entrenar-para-el-orinal?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-26&utm_content=maincta _maincta,El mejor consejo para dejar el pañal es recordar que los accidentes son solo parte del proceso.,Consulta esta guía útil para mantener a tu pequeño animado durante el entrenamiento para ir al baño.,https://www.dodot.es/bebes-de-1-3-anos/aprendiendo-a-ir-al-bano/articulo/que-hacer-y-que-no-al-entrenar-para-el-orinal?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-26&utm_content=maincta _maincta,Ve nuestros consejos para que dejar el pañal sea un éxito,be-post-month-26-es.jpg,,be-post-month-26-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Mes 28: ¿Por qué se llaman los temidos 2 años?,Cómo sobrellevar el año -hasta ahora- más exigente de tu peque,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-28&utm_content=header_logo,be-title-post-month-28-es.jpg,be-title-post-month-28-es-mob.jpg,Su nueva palabra favorita,be-hero-post-month-28-cae.jpg,be-hero-post-month-28-cae-mob.jpg,"De pronto ""no"" es su nueva palabra favorita",https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo/articulo/mes-24?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-28&utm_content=maincta _maincta,La primera infancia trae un montón de retos únicos,"Si tu peque repentinamente parece más frustrado de lo normal, recuerda lo complicado que se siente crecer.",https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo/articulo/mes-24?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-28&utm_content=maincta _maincta,"Ve nuestros consejos para los ""terribles dos""",be-post-month-28-es.jpg,,be-post-month-28-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Mes 30: Prepárate para reíros juntos,Qué esperar de tu peque de 2 años y medio,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-30&utm_content=header_logo,be-title-post-month-30-es.jpg,be-title-post-month-30-es-mob.jpg,,be-hero-post-month-30-cae.jpg,be-hero-post-month-30-cae-mob.jpg,Cuando puedes jurar que acaba de decir…,https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo/articulo/mes-30?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-30&utm_content=maincta _maincta,Lo más divertido de la primera infancia es siempre lo que no te esperas.,"Desde aprender a comunicarse hasta superar la falta de coordinación, tu peque de 2 años y medio está en la mitad de uno de sus mejores (y más divertidos) años.",https://www.dodot.es/bebes-de-1-3-anos/crecimiento-y-desarrollo/articulo/mes-30?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-30&utm_content=maincta _maincta,Descubre lo que puedes esperar este mes,be-post-month-30-es.jpg,,be-post-month-30-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Mes 32: Comodidad en la nueva cama,Estas son nuestras ideas favoritas para la transición de la cuna a la cama…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-32&utm_content=header_logo,be-title-post-month-32-es.jpg,be-title-post-month-32-es-mob.jpg,,be-hero-post-month-32-cae.jpg,be-hero-post-month-32-cae-mob.jpg,Cuando la comodidad es más que almohadas suaves,https://www.dodot.es/bebes-de-1-3-anos/el-sueno/articulo/como-ayudar-a-mi-hijo-de-2-anos-a-dormir-solo-en-su-cama?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-32&utm_content=maincta _maincta,Dejar la seguridad de la cuna puede ser muy difícil para algunos niños.,"¡Un paso a la vez! Al principio intenta poner el colchón de la nueva camita en el piso y úsalo solo para siestas, así la transición se hace más placentera para tu peque y para ti.",https://www.dodot.es/bebes-de-1-3-anos/el-sueno/articulo/como-ayudar-a-mi-hijo-de-2-anos-a-dormir-solo-en-su-cama?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-32&utm_content=maincta _maincta,Ve nuestros consejos para cambiar a la cama,be-post-month-32-es.jpg,,be-post-month-32-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,be-post-month-34-es.jpg,,be-post-month-34-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Mes 36: Algunos niños se duermen a pesar de cualquier cosa,Para esos pequeños accidentes…,,https://www.dodot.es/?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-34&utm_content=header_logo,be-title-post-month-36-es.jpg,be-title-post-month-36-es-mob.jpg,¿Quien no ha soñado con ellos alguna vez?,be-hero-post-month-36-cae.jpg,be-hero-post-month-36-cae-mob.jpg,¿Quién no ha soñado con toboganes de agua?,https://www.dodot.es/seguridad-y-compromiso/happyjama/articulo/factores-de-exito-y-no-exito-ante-el-tratamiento-con-ninas-menores-de-6-anos?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-36&utm_content=maincta _maincta,"No mojar la cama puede ser la parte más difícil, pero hay muchas maneras de ayudarle.","Desde las rutinas de sueño hasta cuadros de recompensas. Cómo enfrentar la cama mojada, un paso a la vez.",https://www.dodot.es/seguridad-y-compromiso/happyjama/articulo/factores-de-exito-y-no-exito-ante-el-tratamiento-con-ninas-menores-de-6-anos?utm_source=newsletter_babyeducation&utm_medium=email&utm_campaign=trigger_babyeducation_month-36&utm_content=maincta _maincta,Ve nuestros consejos sobre mojar la cama,be-post-month-36-es.jpg,,be-post-month-36-es-mob.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,